capability_id,capability_name,description,source_or_algorithm,runtime_service,endpoint_or_contract,data_source,calculation_mode,user_role,screen,visible_component,coverage_state,data_state,canonicality,evidence_path,owner,last_verified_at,notes
CAP-A57ECAABD0D2,Frontend Contract,API capability discovered at GET /assets,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /assets,UNKNOWN,CALCULATED_REAL,ADMIN,CAPABILITY_REVIEW,CapabilityInspector|EvidencePanel,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-048-p0-batch-10-evidence-closure/PR-048-P0-BATCH-10-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:46:38Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=1;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-43E988AB222E55F2;pr020_feature=Unclassified platform capability;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr048_batch=B10_SERVICE_REAL_DATA;pr048_machine_evidence=CLOSED;pr048_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr048_human_confirmation=REQUIRED;pr048_ui_complete=false
CAP-A5C181808EF6,Frontend Contract,API capability discovered at POST /auth/2fa/verify,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /auth/2fa/verify,UNKNOWN,CALCULATED_REAL,PUBLIC|AUTHENTICATED_USER,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,API_CONNECTED,REAL_LIVE,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-0AFD7CA382703AB5;pr020_feature=Authentication and account access;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr022_data_state_unverified=EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION;pr022_basis=DATA_CLIENT_SIGNATURE:CSV|HTTP_API|JSON|POSTGRES|WEBSOCKET;pr022_human_confirmation=REQUIRED;pr022_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-B167184CBF84,Frontend Contract,API capability discovered at POST /me/watchlist,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /me/watchlist,UNKNOWN,CALCULATED_REAL,ADMIN,CAPABILITY_REVIEW,CapabilityInspector|EvidencePanel,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-3DB2CA2224CCB065;pr020_feature=Unclassified platform capability;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-B81607E6BCDB,Frontend Contract,API capability discovered at GET /admin/health,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /admin/health,UNKNOWN,CALCULATED_REAL,ADMIN,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-B3B8D85FAFE3D708;pr020_feature=Platform operations and service health;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-BD19C45FECD0,Frontend Contract,API capability discovered at POST /payments/checkout,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /payments/checkout,UNKNOWN,CALCULATED_REAL,USER|ADMIN,TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,API_CONNECTED,REAL_LIVE,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,"origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-75F9D184F9AFE542;pr020_feature=Trial, plans, and billing;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr022_data_state_unverified=EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION;pr022_basis=DATA_CLIENT_SIGNATURE:CSV|HTTP_API|JSON|POSTGRES;pr022_human_confirmation=REQUIRED;pr022_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false"
CAP-C250957D114F,Frontend Contract,API capability discovered at GET /account/trial,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /account/trial,UNKNOWN,CALCULATED_REAL,USER|ADMIN,TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,API_CONNECTED,REAL_LIVE,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,"origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-0AB1FDCBBD5FA5E8;pr020_feature=Trial, plans, and billing;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr022_data_state_unverified=EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION;pr022_basis=DATA_CLIENT_SIGNATURE:CSV|HTTP_API|JSON|POSTGRES;pr022_human_confirmation=REQUIRED;pr022_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false"
CAP-C514A0947E28,Frontend Contract,API capability discovered at GET /me/subscription,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /me/subscription,UNKNOWN,CALCULATED_REAL,USER|ADMIN,TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,API_CONNECTED,REAL_LIVE,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,"origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-FBE574887ED479BC;pr020_feature=Trial, plans, and billing;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr022_data_state_unverified=EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION;pr022_basis=DATA_CLIENT_SIGNATURE:CSV|HTTP_API|JSON|POSTGRES;pr022_human_confirmation=REQUIRED;pr022_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false"
CAP-C8C94E7A8122,Frontend Contract,API capability discovered at POST /auth/login,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /auth/login,UNKNOWN,CALCULATED_REAL,PUBLIC|AUTHENTICATED_USER,AUTHENTICATION,CriticalCapabilitiesPage|CriticalCapabilityPanel,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=6;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-A4184781CB31473F;pr020_feature=Authentication and account access;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr022_data_state_unverified=BLOCKED_MOCK_SIGNATURE_PRESENT;pr022_basis=MOCK_SIGNATURE;pr022_human_confirmation=REQUIRED;pr022_ui_complete=false;pr023_machine_status=INCOMPLETE_CHAIN;pr023_missing=REAL_DATA|TEST|UI_CONSUMER;pr023_human_approval=PENDING;pr023_ui_complete=false;pr024_ui_binding=IMPLEMENTED;pr024_endpoint_status=ENDPOINT_AVAILABLE;pr024_states=loading|empty|stale|error|ready;pr024_human_confirmation=REQUIRED;pr024_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-C95B03AE5FFB,Frontend Contract,API capability discovered at POST /account/activate,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /account/activate,UNKNOWN,CALCULATED_REAL,ADMIN,CAPABILITY_REVIEW,CapabilityInspector|EvidencePanel,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-1C0006D0FCDB7718;pr020_feature=Unclassified platform capability;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-D0B86CD5E331,Frontend Contract,API capability discovered at POST /auth/reset,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /auth/reset,UNKNOWN,CALCULATED_REAL,PUBLIC|AUTHENTICATED_USER,AUTHENTICATION,CriticalCapabilitiesPage|CriticalCapabilityPanel,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=1;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-CC1E47237D1C817F;pr020_feature=Authentication and account access;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr022_data_state_unverified=BLOCKED_MOCK_SIGNATURE_PRESENT;pr022_basis=MOCK_SIGNATURE;pr022_human_confirmation=REQUIRED;pr022_ui_complete=false;pr023_machine_status=INCOMPLETE_CHAIN;pr023_missing=REAL_DATA|TEST|UI_CONSUMER;pr023_human_approval=PENDING;pr023_ui_complete=false;pr024_ui_binding=IMPLEMENTED;pr024_endpoint_status=ENDPOINT_AVAILABLE;pr024_states=loading|empty|stale|error|ready;pr024_human_confirmation=REQUIRED;pr024_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-D6102C7DC3C1,Frontend Contract,API capability discovered at GET /packages,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /packages,UNKNOWN,CALCULATED_REAL,ADMIN,CAPABILITY_REVIEW,CapabilityInspector|EvidencePanel,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-1143EF6BAB8687CD;pr020_feature=Unclassified platform capability;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-D8194AB79967,Frontend Contract,API capability discovered at POST /payments/webhook,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /payments/webhook,UNKNOWN,CALCULATED_REAL,USER|ADMIN,TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,API_CONNECTED,REAL_LIVE,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,"origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-A10391D6225F56E7;pr020_feature=Trial, plans, and billing;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr022_data_state_unverified=EVIDENCE_FOUND_PENDING_HUMAN_CONFIRMATION;pr022_basis=DATA_CLIENT_SIGNATURE:CSV|HTTP_API|JSON|POSTGRES;pr022_human_confirmation=REQUIRED;pr022_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false"
CAP-E9D779AE5200,Frontend Contract,API capability discovered at GET /admin/registrations,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /admin/registrations,UNKNOWN,CALCULATED_REAL,ADMIN,ADMIN_USERS,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-439BB6D39BC81D2B;pr020_feature=Admin user management;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
CAP-F0AA44F7E81A,Frontend Contract,API capability discovered at PUT /me/alert-prefs,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,PUT /me/alert-prefs,UNKNOWN,CALCULATED_REAL,USER|ADMIN,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-049-p0-batch-11-evidence-closure/PR-049-P0-BATCH-11-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:50:41Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_cluster=CLUSTER-F9493910881613CF;pr020_feature=Alerts and delivery channels;pr020_verification=PARTIALLY_VERIFIED;human_confirmation=REQUIRED;ui_complete=false;pr021_runtime_service_unverified=AMBIGUOUS_EVIDENCE;pr021_data_state_unverified=UNRESOLVED;pr021_owner_unassigned=UNRESOLVED;pr021_human_confirmation=REQUIRED;pr021_ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|ENDPOINT|REAL_DATA|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr049_batch=B11_SERVICE_REAL_DATA;pr049_machine_evidence=CLOSED;pr049_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr049_human_confirmation=REQUIRED;pr049_ui_complete=false
