capability_id,capability_name,batch_id,p0_signature,selected_evidence_paths,service_required,endpoint_required,real_data_required,old_runtime_service,new_runtime_service,old_endpoint_or_contract,new_endpoint_or_contract,old_data_source,new_data_source,old_data_state,new_data_state,reconciled_dimensions,canonical_fields_changed,human_confirmation_required,ui_complete_created
CAP-09BC17001F61,Cot Snapshot,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-0AB187B5D320,Evaluate L16 Scenario Alerts,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-0B34CF6B3DD7,Ndsp V53 Bridge,B12_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-v53-bridge.service,ndsp-v53-bridge.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-0C985C4FB835,Candidate Score,B04_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-0CE111E47411,Frontend Contract,B10_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,POST /me/channels/telegram/link,POST /me/channels/telegram/link,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-0FC1797C1FB1,Load Governance,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-0FFED1B1BA78,Evaluate Golden Signals,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-102062CC9F49,Ndsp Change Password Gateway,B12_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-change-password-gateway.service,ndsp-change-password-gateway.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-10D53C6D7918,Frontend Contract,B10_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /admin/trials,GET /admin/trials,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-1103369520D4,Cot Asset Mapping,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-119888657162,Row To Decision,B14_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /health|GET /api/completed|GET /api/completed/latest|GET /api/completed/:symbol|GET /api/completed/id/:decision_id|GET /api/completed/id/:decision_id/timeline|POST /api/completed/ingest|POST /api/completed/:decision_id/publish,GET /health|GET /api/completed|GET /api/completed/latest|GET /api/completed/:symbol|GET /api/completed/id/:decision_id|GET /api/completed/id/:decision_id/timeline|POST /api/completed/ingest|POST /api/completed/:decision_id/publish,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-11BF5E282765,Frontend Contract,B10_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /me/watchlist,GET /me/watchlist,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-11F0D3942A02,Market Record,B04_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,HTTP_API|JSON,MOCK_ONLY,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-11F9C86C3DEA,Admin Candidates,B14_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /status|POST /update|POST /test|GET /status|POST /update|POST /test,GET /status|POST /update|POST /test|GET /status|POST /update|POST /test,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-12E31072A87A,Decision Page,B04_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,HTTP_API|JSON,MOCK_ONLY,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-151D33E801FF,Govern Decision Output,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-156AED7A28CE,V461 Retry Market,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-platform-gateway.service,ndsp-platform-gateway.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-15DCBE989F60,Render Trials,B07_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,HTTP_API|JSON,REAL_LIVE,REAL_LIVE,,false,true,false
CAP-1653A8452D19,Compute From Active Engine,B09_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /api/ndsp/public/decision-quality|GET /api/ndsp/public/decision-quality,GET /api/ndsp/public/decision-quality|GET /api/ndsp/public/decision-quality,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-16BC3B472E5B,Sync Admin Users Json Safe,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-trial-register.service,ndsp-trial-register.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-1736E39D1CE4,Frontend Contract,B10_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,POST /auth/magic-link,POST /auth/magic-link,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,REAL_LIVE,REAL_LIVE,REAL_DATA,true,true,false
CAP-1818863D4B3D,Validate Market Response,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON|POSTGRES,HTTP_API|JSON|POSTGRES,REAL_LIVE,REAL_LIVE,,false,true,false
CAP-19318F0DAA6E,Layer Orchestrator,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-1B6E6543D240,Test Cot V61 Storage,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-1C960FEE24EA,Version Registry,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-1D1AD9752E92,Evaluate L14 Risk Governance,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-1E0E3F4C57D1,L16 Decision Readiness State Machine,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-1F54C2BF216C,Market For Symbol,B04_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,HTTP_API|JSON,MOCK_ONLY,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-1F6C6744CA7A,Alert Text,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-2038C387452F,Write Report,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON|POSTGRES,HTTP_API|JSON|POSTGRES,REAL_LIVE,REAL_LIVE,,false,true,false
CAP-207978A2050E,Activate User By Token,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-trial-register.service,ndsp-trial-register.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-20A8CAD9D6A1,Execution Webhook Bridge,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-20C44DAA9628,Save Governance Mode,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-governance-bridge.service,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-212E6DC3A3DB,Require Admin,B14_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test|GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test,GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test|GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-21ECD3B6E0D3,Ndsp Canonical Live Runtime V33,B12_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-canonical-live-runtime-v33.service,ndsp-canonical-live-runtime-v33.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-22453668AACA,Telegram Routing V2,B15_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,POST /update,POST /update,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-23348CA30E36,Install Trial Info,B14_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /trial/info,GET /trial/info,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
