batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B06_SERVICE_ENDPOINT,6,11,CAP-20A8CAD9D6A1,Execution Webhook Bridge,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,SOURCE_IDENTIFIED,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,12,CAP-2550A9AE98FE,Render Trials,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_LIVE,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,13,CAP-2CCF288AB3A6,Test Snapshot Evaluates Through Existing Cot Engine,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,14,CAP-344E17716BB9,Evaluate L15 Final Decision,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,15,CAP-40B67109053A,User Key,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,16,CAP-429E344E9B10,Install Ndsp Decision Governance,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,17,CAP-46527B2F0652,Test Ndsp Fix Direct Trade Execution Key Tdl V2,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,SOURCE_IDENTIFIED,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,18,CAP-4C410FBB8A1A,Ndsp Asset Market Universe,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,19,CAP-50C15563709E,Test Gateway Has No Decision Logic,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,20,CAP-55B47C91DF6D,Ndsptrial Activation Guard Middleware,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,21,CAP-5930A90FD873,Canvas Signal,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_LIVE,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,22,CAP-5CB861F0644F,Test Billing Never Changes Decision,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,23,CAP-5FE4CAD204BC,Tdl Lab Engine,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,24,CAP-7926D048AA63,User Key,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
B06_SERVICE_ENDPOINT,6,25,CAP-8005A5881BBA,Merge Trial,SERVICE_ENDPOINT,true,true,false,SERVICE|ENDPOINT|UI,4,UI_PARTIAL,REAL_SNAPSHOT,"Map the owning runtime service and canonical endpoint, then add a non-mutating probe and contract evidence.",service_mapped=true;endpoint_verified=true;runtime_probe=PASS,true
