capability_id,capability_name,missing_evidence_count,missing_evidence,evidence_passed_count,completeness_percent,closability_score,matching_false_negative_risk,recommended_batch,recommended_action,source_verified,runtime_service_status,endpoint_status,real_data_verified,calculation_verified,test_verified,ui_verified
CAP-7A9637DD3A75,Frontend Contract,2,SERVICE|TEST,5,71.43,74,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-8F78E58E5656,Ndsp User Login Gateway,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-98156F574B28,Risk Warnings,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,NO_CONTRACT,true,true,false,true
CAP-A61CF5BBAA01,Ndsp Admin Ui Proxy,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-C250957D114F,Frontend Contract,2,SERVICE|TEST,5,71.43,74,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-C514A0947E28,Frontend Contract,2,SERVICE|TEST,5,71.43,74,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-C55DEBBD7CB7,Ndsp User Login Gateway,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-D054F1321201,Ndsp User Login Gateway,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-DBE4CDD3AB94,Ndsp Nowpayments,2,SERVICE|TEST,5,71.43,74,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-E6FFD507C6FA,Ndsp User Login Gateway,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-F139426B5341,Ndsp User Login Gateway,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-F56AB637F669,Ndsp User Login Gateway,2,ENDPOINT|TEST,5,71.43,74,LOW,B01_QUICK_WINS,Resolve one or two missing evidence elements and rerun verification,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-00ED621D6D60,Ndsp Attach Dual Scenario Data Quality Public V1,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-116FF6D929A9,Ndsp User Login Gateway,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-1FBA01D3C252,Framework Adapter,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-56C562461855,Framework Adapter,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-8E040D696446,Ndsp Api Compat Gateway,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-9ADF707918ED,Ndsp User Login Gateway,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-B26FA1996A34,Ndsp User Login Gateway,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-C216A7C8548C,Ndsp Admin Actions Bypass Old Middleware,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-D6B934D294FE,Ndsp User Login Gateway,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-E73BB362CCA6,Ndsp User Login Gateway,2,SOURCE|TEST,5,71.43,72,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,true
CAP-23348CA30E36,Install Trial Info,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-26EC4D157EE6,Auth,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-498E4FD1C421,Ndsp Admin Ok,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-541E221FDE39,Ndsp Admin Key From Req,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-75332A37EEA5,Ndsp Read Admin Action Key,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-7F5DA6A52F4D,Get Auth User,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-A231C4D75E0C,Ndsp Create Otp Auth Url,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-AB3C235ED628,Get User Plan Column,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-B7B141CE6F45,Activate Subscription,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-C85D75362012,Admin Only,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-EBD64BBF9712,Ndsp Build Otp Auth Uri,3,SERVICE|TEST|UI,4,57.14,66,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-02136C1E6984,Quality Labels,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-09B689D81772,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-0AE3805C7273,Decision Entitlement,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-0D4E2C940F8F,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-1D6433FFEA50,Normalized Decision Plan,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-242A581E1E52,Ndsp Write Alert State,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-255A55D1B989,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-28A54C2588CC,Authorize,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-2D45C5C1A44B,Ndsp User Dashboard Gateway,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-3B516BFCFA39,Ndsp User Login Gateway,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-3E2090989150,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-46EAB19BB0B6,Auth,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-48E363203012,Ndsp Tf Quality,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-4A426C29FEC9,Quality Live,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-4EB8C4DDA8E9,Market Type,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-54AB364B10F5,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-61547C6436CE,Active Session User,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-6DCB180A7F39,Get User By Email,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-714A781C2444,Load Orchestrator,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-77CF58DFBBF6,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-7DC9056619BD,Safe Session User,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-7E1F66F717A1,Auth Required,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-7F41666FC0D4,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-8189CA8761C9,Dynamic Quality Score,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-84FF68BA9542,V46 Internal Authorized,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-995CB0187474,Dynamic Decision Texts,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-A0619F62EEAE,Authorize,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-A1DBE2356637,Ndsp Api Compat Gateway,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-A323993993E5,Ndsp Api Compat Gateway,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-B227DA36FA9B,Ndsp Read Alert State,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-B25ABE2AD98F,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-B2BAF38F8204,Admin Only,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
