batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B18_ENDPOINT_ONLY,18,11,CAP-439EB8A1AE69,Admin Mail To,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,12,CAP-546A1A38604F,User By Id Or Email,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,13,CAP-546C65CAA1A3,Insert User,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,14,CAP-54BED56B7320,Normalize User,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,15,CAP-571585E11A87,Gateway Auth Me,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,16,CAP-57FACA283877,Admin Mail To,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,17,CAP-5DA08FFCB1E8,Requires Decision Access,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,18,CAP-61B414613C07,User From Sessions,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,19,CAP-61D78BDE704F,Ensure Governance Mode File,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,SERVICE_CONNECTED,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,20,CAP-62833B1E9F54,V461 Can Retry Market,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,21,CAP-695108C486EF,Derive Timing Authority,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,22,CAP-6D3062BEB048,Ndsp Live Market Adapter,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_LIVE,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,23,CAP-74877E98A816,Load Governance Mode,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,SERVICE_CONNECTED,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,24,CAP-793DD4598CE0,Get Market Payload,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,SERVICE_CONNECTED,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B18_ENDPOINT_ONLY,18,25,CAP-794EA0FC771F,User Test,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
