capability_id,capability_name,description,source_or_algorithm,runtime_service,endpoint_or_contract,data_source,calculation_mode,user_role,screen,visible_component,coverage_state,data_state,canonicality,evidence_path,owner,last_verified_at,notes,origin_classification,capability_kind,confidence,frontend_consumers
CAP-3F9549B2B851,User Operational Compat,API capability discovered at POST /api/trial/request,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/trial/request,JSON|POSTGRES,CALCULATED_REAL,AUTHENTICATED_USER,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0,LOCAL_ONLY,API_ENDPOINT,HIGH,
CAP-3FB473A87611,Cups,Runtime service with no confirmed source-to-UI mapping,{ path=/usr/sbin/cupsd ; argv[]=/usr/sbin/cupsd -l ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },cups.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNMAPPED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,REVIEW_REQUIRED,PR019_RUNTIME_EVIDENCE.json,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=RUNTIME_ONLY;confidence=MEDIUM,RUNTIME_ONLY,RUNTIME_SERVICE,MEDIUM,
CAP-3FBDCF7CE0E5,Admin Payment Approve,Business or platform capability discovered from admin_payment_approve in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::admin_payment_approve,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-3FC1A5B7AE7A,News Ticker,Business or platform capability discovered from NewsTicker in frontend/public-site/src/components/NewsTicker.tsx,frontend/public-site/src/components/NewsTicker.tsx::NewsTicker,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,PUBLIC,TRIAL,frontend/public-site/src/components/NewsTicker.tsx,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,frontend/public-site/src/components/NewsTicker.tsx,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=MEDIUM;business_keyword_score=7,ON_MAIN,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-3FE052703CF3,Use Completed Decisions V37,Business or platform capability discovered from useCompletedDecisionsV37 in frontend/user-portal-vite/src/hooks/useCompletedDecisionsV37.js,frontend/user-portal-vite/src/hooks/useCompletedDecisionsV37.js::useCompletedDecisionsV37,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,CALCULATED_REAL,USER_OR_ADMIN,CURRENT_FRONTEND,frontend/user-portal-vite/src/hooks/useCompletedDecisionsV37.js,UI_PARTIAL,REAL_LIVE,REVIEW_REQUIRED,frontend/user-portal-vite/src/hooks/useCompletedDecisionsV37.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=HIGH;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-40B67109053A,User Key,Business or platform capability discovered from user_key in backend/services/ndsp-trial-clock-v164/server.py,backend/services/ndsp-trial-clock-v164/server.py::user_key,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,CALCULATED_REAL,AUTHENTICATED_USER,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/services/ndsp-trial-clock-v164/server.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=HIGH;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-40BEBA7E4C4F,Ndsp Admin User Ops,Runtime service with no confirmed source-to-UI mapping,{ path=/usr/bin/python3 ; argv[]=/usr/bin/python3 -m uvicorn app:app --host 127.0.0.1 --port 9068 ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },ndsp-admin-user-ops.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNMAPPED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,REVIEW_REQUIRED,PR019_RUNTIME_EVIDENCE.json,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=RUNTIME_ONLY;confidence=MEDIUM,RUNTIME_ONLY,RUNTIME_SERVICE,MEDIUM,
CAP-40D7603DE564,Ndsp Login V1,Business or platform capability discovered from ndsp-login-v1 in backups/portal-v50-hard-retire-v2/20260727_000836/files/var/www/ndsp-my/assets/ndsp-login-v1.js,backups/portal-v50-hard-retire-v2/20260727_000836/files/var/www/ndsp-my/assets/ndsp-login-v1.js::ndsp-login-v1,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,CALCULATED_REAL,ADMIN,LOGIN,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_LIVE,REVIEW_REQUIRED,backups/portal-v50-hard-retire-v2/20260727_000836/files/var/www/ndsp-my/assets/ndsp-login-v1.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-41C29610C29F,Server,API capability discovered at POST /api/admin/telegram-routing/update,backend/server.js,DISCOVERY_REQUIRED,POST /api/admin/telegram-routing/update,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/server.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_MODIFIED;confidence=HIGH;frontend_consumers=0,LOCAL_MODIFIED,API_ENDPOINT,HIGH,
CAP-41F9ADC5A422,Ndsp Safe Script Template,Business or platform capability discovered from NDSP_SAFE_SCRIPT_TEMPLATE in apps/NDSP_SAFE_SCRIPT_TEMPLATE.sh,apps/NDSP_SAFE_SCRIPT_TEMPLATE.sh::NDSP_SAFE_SCRIPT_TEMPLATE,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,LANDING,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,apps/NDSP_SAFE_SCRIPT_TEMPLATE.sh,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=MEDIUM;business_keyword_score=2,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-423A0277D2B0,Parse Quality,Business or platform capability discovered from parse_quality in backend/app/runtime/ndsp_quality_live_golden_wrapper.py,backend/app/runtime/ndsp_quality_live_golden_wrapper.py::parse_quality,ndsp-quality-live-golden-wrapper.service,DISCOVERY_REQUIRED,JSON,CALCULATED_REAL,PUBLIC,UNMAPPED,DISCOVERY_REQUIRED,SERVICE_CONNECTED,REAL_SNAPSHOT,NON_CANONICAL_OR_STALE,backend/app/runtime/ndsp_quality_live_golden_wrapper.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=9,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-423A14E667A6,Ndsp News Ticker,Runtime service with no confirmed source-to-UI mapping,{ path=/usr/bin/node ; argv[]=/usr/bin/node /opt/ndsp-news-ticker/server.js ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },ndsp-news-ticker.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNMAPPED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,REVIEW_REQUIRED,PR019_RUNTIME_EVIDENCE.json,nawaf511,2026-07-31T19:55:52Z,origin=RUNTIME_ONLY;confidence=MEDIUM,RUNTIME_ONLY,RUNTIME_SERVICE,MEDIUM,
CAP-425426D4A96B,User Operational Compat,API capability discovered at GET /api/auth/activate,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /api/auth/activate,JSON|POSTGRES,CALCULATED_REAL,AUTHENTICATED_USER,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0,LOCAL_ONLY,API_ENDPOINT,HIGH,
CAP-429165839EE8,Brief Page,Business or platform capability discovered from BriefPage in frontend/user-portal-vite/src/pages/BriefPage.jsx,frontend/user-portal-vite/src/pages/BriefPage.jsx::BriefPage,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,CURRENT_FRONTEND,frontend/user-portal-vite/src/pages/BriefPage.jsx,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,frontend/user-portal-vite/src/pages/BriefPage.jsx,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=MEDIUM;business_keyword_score=1,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-429E344E9B10,Install Ndsp Decision Governance,Business or platform capability discovered from install_ndsp_decision_governance in backend/app/ndsp_governance/decision_output_policy.py,backend/app/ndsp_governance/decision_output_policy.py::install_ndsp_decision_governance,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,CALCULATED_REAL,ADMIN,SUBSCRIPTION,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/app/ndsp_governance/decision_output_policy.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-42E4316C88FD,Markets Page,Business or platform capability discovered from marketsPage in frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js::marketsPage,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,DISCOVERY_REQUIRED,PUBLIC,LANDING,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js,UI_PARTIAL,MOCK_ONLY,REVIEW_REQUIRED,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=HIGH;business_keyword_score=13,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-438A6D14BFBB,Auth Optional,Business or platform capability discovered from authOptional in backend/ndsp_api_compat_gateway.cjs,backend/ndsp_api_compat_gateway.cjs::authOptional,ndsp-api-compat.service,GET /health|GET /api/account/trial|GET /api/packages|GET /api/markets|GET /api/alerts/status|GET /api/payments/status,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp_api_compat_gateway.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;business_keyword_score=8,ON_MAIN,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-439EB8A1AE69,Admin Mail To,Business or platform capability discovered from adminMailTo in backend/auth_api/ndsp_trial_register_gateway.cjs,backend/auth_api/ndsp_trial_register_gateway.cjs::adminMailTo,ndsp-trial-register.service,DISCOVERY_REQUIRED,JSON|POSTGRES,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/auth_api/ndsp_trial_register_gateway.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=9,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-43B04D28A46B,Ndsp Admin Ui Proxy,API capability discovered at POST /api/admin-ui/action,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/action,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/auth_api/ndsp_admin_ui_proxy.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0,LOCAL_ONLY,API_ENDPOINT,HIGH,
CAP-43DC89894352,Require Admin,Business or platform capability discovered from require_admin in backend/app/api/admin/telegram_routing_v2.py,backend/app/api/admin/telegram_routing_v2.py::require_admin,DISCOVERY_REQUIRED,GET /status|POST /update|POST /test|GET /debug-auth|GET /status|POST /update|POST /test|GET /debug-auth,JSON|POSTGRES,CALCULATED_REAL,ADMIN,PASSWORD_RESET,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=5,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-440F0C0857AF,Tdl Day Logic V2,Business or platform capability discovered from tdl_day_logic_v2 in shared/tdl_day_logic_v2.py,shared/tdl_day_logic_v2.py::tdl_day_logic_v2,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,REVIEW_REQUIRED,shared/tdl_day_logic_v2.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=MEDIUM;business_keyword_score=1,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-446E56BCCF3D,User Allowed,Business or platform capability discovered from userAllowed in backend/ndsp-access-guard-9024/server.js,backend/ndsp-access-guard-9024/server.js::userAllowed,ndsp-access-guard-9024.service,DISCOVERY_REQUIRED,JSON|POSTGRES,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp-access-guard-9024/server.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=5,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-4515D5FBBBF3,Framework Adapter,API capability discovered at GET /about,backend/services/decision_governance_core/framework-adapter.cjs,DISCOVERY_REQUIRED,GET /about,JSON,CALCULATED_REAL,USER_OR_ADMIN,UNMAPPED,backend/framework/tests/framework.test.cjs,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/services/decision_governance_core/framework-adapter.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=1,LOCAL_ONLY,API_ENDPOINT,HIGH,backend/framework/tests/framework.test.cjs
CAP-456D025C2AA9,Ndsp Login To Portal V90,Business or platform capability discovered from ndsp-login-to-portal-v90 in backups/active-entrypoint-to-canonical-v1/20260726_233204/files/var/www/ndsp-my/ndsp-login-to-portal-v90.js,backups/active-entrypoint-to-canonical-v1/20260726_233204/files/var/www/ndsp-my/ndsp-login-to-portal-v90.js::ndsp-login-to-portal-v90,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,CALCULATED_REAL,AUTHENTICATED_USER,LOGIN,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_LIVE,CANONICAL,backups/active-entrypoint-to-canonical-v1/20260726_233204/files/var/www/ndsp-my/ndsp-login-to-portal-v90.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-458DDBD064D9,Ndsp Repo Guard,Business or platform capability discovered from ndsp_repo_guard in backend/tools/ndsp/ndsp_repo_guard.sh,backend/tools/ndsp/ndsp_repo_guard.sh::ndsp_repo_guard,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,REPORTS,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/tools/ndsp/ndsp_repo_guard.sh,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=MEDIUM;business_keyword_score=1,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-4590D29F5D0E,Polkit,Runtime service with no confirmed source-to-UI mapping,{ path=/usr/lib/polkit-1/polkitd ; argv[]=/usr/lib/polkit-1/polkitd --no-debug ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },polkit.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNMAPPED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,REVIEW_REQUIRED,PR019_RUNTIME_EVIDENCE.json,polkitd,2026-07-31T19:55:52Z,origin=RUNTIME_ONLY;confidence=MEDIUM,RUNTIME_ONLY,RUNTIME_SERVICE,MEDIUM,
CAP-45BEE5E5B9D6,Telegram Routing V2,API capability discovered at GET /status,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,GET /status,JSON|POSTGRES,CALCULATED_REAL,ADMIN,PASSWORD_RESET,frontend/public-landing/NDSP_Landing.html|frontend/public-site/ndsp-counter-debug.html,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=2,LOCAL_ONLY,API_ENDPOINT,HIGH,frontend/public-landing/NDSP_Landing.html|frontend/public-site/ndsp-counter-debug.html
CAP-46029BDD33D3,Test Macro Negative Effect Reduces Score,Business or platform capability discovered from test_macro_negative_effect_reduces_score in backend/app/support_layers/quality/test_integration_dqs.py,backend/app/support_layers/quality/test_integration_dqs.py::test_macro_negative_effect_reduces_score,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,REVIEW_REQUIRED,backend/app/support_layers/quality/test_integration_dqs.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=4,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-461745E841AB,Ndsp Trial Info,API capability discovered at GET /trial/info,backend/ndsp_trial_info.cjs,DISCOVERY_REQUIRED,GET /trial/info,JSON|POSTGRES,CALCULATED_REAL,PUBLIC,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp_trial_info.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;frontend_consumers=0,ON_MAIN,API_ENDPOINT,HIGH,
CAP-46527B2F0652,Test Ndsp Fix Direct Trade Execution Key Tdl V2,Business or platform capability discovered from test_ndsp_fix_direct_trade_execution_key_tdl_v2 in tests/test_ndsp_fix_direct_trade_execution_key_tdl_v2.py,tests/test_ndsp_fix_direct_trade_execution_key_tdl_v2.py::test_ndsp_fix_direct_trade_execution_key_tdl_v2,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,CALCULATED_REAL,PUBLIC,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,REAL_SNAPSHOT,REVIEW_REQUIRED,tests/test_ndsp_fix_direct_trade_execution_key_tdl_v2.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=MEDIUM;business_keyword_score=5,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-46846A9BC2D1,Update User Status,Business or platform capability discovered from updateUserStatus in backend/ndsp-access-guard-9024/server.js,backend/ndsp-access-guard-9024/server.js::updateUserStatus,ndsp-access-guard-9024.service,DISCOVERY_REQUIRED,JSON|POSTGRES,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp-access-guard-9024/server.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=5,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-468875093BE0,Prod Schema,Business or platform capability discovered from prod-schema in docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_7_20260730_091610/work/prod-schema.sql,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_7_20260730_091610/work/prod-schema.sql::prod-schema,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|POSTGRES,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_LIVE,REVIEW_REQUIRED,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_7_20260730_091610/work/prod-schema.sql,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=12,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-46EAB19BB0B6,Auth,Business or platform capability discovered from auth in backend/auth_api/ndsp_user_login_gateway.cjs,backend/auth_api/ndsp_user_login_gateway.cjs::auth,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/auth_api/ndsp_user_login_gateway.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=8,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-46EAF0563AD4,Staging Schema,Business or platform capability discovered from staging-schema in docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_10_20260730_100548/work/staging-schema.sql,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_10_20260730_100548/work/staging-schema.sql::staging-schema,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|POSTGRES,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_LIVE,REVIEW_REQUIRED,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_10_20260730_100548/work/staging-schema.sql,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=12,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-4705DD378719,Get Authority Signs,Business or platform capability discovered from getAuthoritySigns in backend/ndsp_tdl_trade_horizon_addons.cjs,backend/ndsp_tdl_trade_horizon_addons.cjs::getAuthoritySigns,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,PUBLIC,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,REVIEW_REQUIRED,backend/ndsp_tdl_trade_horizon_addons.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;business_keyword_score=6,ON_MAIN,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
