capability_id,capability_name,remaining_missing_evidence,declared_endpoint_contract,runtime_service,data_source,data_state,source_path,candidate_route_count,top_candidate_routes
CAP-644C81537AC6,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/status,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=200]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=50]|GET /api/payments/status@backend/ndsp_api_compat_gateway.cjs:219[score=50]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]
CAP-6565FE804AF5,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/login/verify,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=130]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]|GET /api/packages@backend/ndsp_api_compat_gateway.cjs:135[score=40]
CAP-8F78E58E5656,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/setup/confirm,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=130]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]|GET /api/packages@backend/ndsp_api_compat_gateway.cjs:135[score=40]
CAP-98156F574B28,Risk Warnings,ENDPOINT,DISCOVERY_REQUIRED,ndsp-scenario-levels-adapter.service,UNKNOWN,REAL_LIVE,backend/app/support_layers/scenario/scenario_engine.py,10,GET /risk_state@backend/app/support_layers/scenario/scenario_engine.py:105[score=100]|GET /confidence@backend/app/support_layers/scenario/scenario_engine.py:103[score=90]|GET /decision@backend/app/support_layers/scenario/scenario_engine.py:97[score=90]|GET /decision@backend/app/support_layers/scenario/scenario_engine.py:191[score=90]|GET /decision@backend/app/support_layers/scenario/scenario_engine.py:192[score=90]|GET /decision_state@backend/app/support_layers/scenario/scenario_engine.py:106[score=90]|GET /direction@backend/app/support_layers/scenario/scenario_engine.py:99[score=90]|GET /execution_allowed@backend/app/support_layers/scenario/scenario_engine.py:107[score=90]|GET /grade@backend/app/support_layers/scenario/scenario_engine.py:104[score=90]|GET /timing_controller@backend/app/support_layers/scenario/scenario_engine.py:108[score=90]
CAP-A61CF5BBAA01,Ndsp Admin Ui Proxy,ENDPOINT,POST /api/admin-ui/alerts/channel,ndsp-admin-ui-proxy.service,JSON,REAL_SNAPSHOT,backend/ndsp_admin_ui_proxy.cjs,10,GET /api/admin-ui/alerts@backend/ndsp_admin_ui_proxy.cjs:486[score=170]|GET /api/admin-ui/backups@backend/ndsp_admin_ui_proxy.cjs:648[score=100]|GET /api/admin-ui/governance@backend/ndsp_admin_ui_proxy.cjs:669[score=100]|GET /api/admin-ui/health@backend/ndsp_admin_ui_proxy.cjs:352[score=100]|GET /api/admin-ui/markets@backend/ndsp_admin_ui_proxy.cjs:468[score=100]|GET /api/admin-ui/packages@backend/ndsp_admin_ui_proxy.cjs:448[score=100]|GET /api/admin-ui/payments@backend/ndsp_admin_ui_proxy.cjs:421[score=100]|GET /api/admin-ui/summary@backend/ndsp_admin_ui_proxy.cjs:368[score=100]|GET /api/admin-ui/trials@backend/ndsp_admin_ui_proxy.cjs:430[score=100]|GET /api/admin-ui/users@backend/ndsp_admin_ui_proxy.cjs:395[score=100]
CAP-C55DEBBD7CB7,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/disable,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=130]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]|GET /api/packages@backend/ndsp_api_compat_gateway.cjs:135[score=40]
CAP-D054F1321201,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/setup/confirm-final,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=130]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]|GET /api/packages@backend/ndsp_api_compat_gateway.cjs:135[score=40]
CAP-E6FFD507C6FA,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/setup/confirm-speakeasy,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=130]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]|GET /api/packages@backend/ndsp_api_compat_gateway.cjs:135[score=40]
CAP-F139426B5341,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/setup,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=130]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]|GET /api/packages@backend/ndsp_api_compat_gateway.cjs:135[score=40]
CAP-F56AB637F669,Ndsp User Login Gateway,ENDPOINT,POST /api/auth/2fa/confirm,ndsp-user-login.service,JSON,REAL_SNAPSHOT,backend/ndsp_user_login_gateway.cjs,10,GET /api/auth/2fa/status@backend/ndsp_user_login_gateway.cjs:407[score=130]|GET /api/auth/login/health@backend/ndsp_user_login_gateway.cjs:229[score=120]|GET /api/auth/session@backend/ndsp_user_login_gateway.cjs:397[score=120]|GET /@server.js:8[score=60]|GET /api/user-dashboard/saas-policy@backend/ndsp_user_dashboard_gateway.cjs:462[score=50]|GET /group@backend/ndsp_user_dashboard_gateway.cjs:416[score=50]|GET /api/account/trial@backend/ndsp_api_compat_gateway.cjs:94[score=40]|GET /api/alerts/status@backend/ndsp_api_compat_gateway.cjs:192[score=40]|GET /api/markets@backend/ndsp_api_compat_gateway.cjs:165[score=40]|GET /api/packages@backend/ndsp_api_compat_gateway.cjs:135[score=40]
