batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B01_SERVICE_ENDPOINT_REAL_DATA,1,11,CAP-291C5498F747,Attach Tdl Trade Horizon Addons,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,12,CAP-29DA9A6A11F0,Manual Cot Provider,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,13,CAP-2E15AE9B9255,Decision Quality Stack,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,14,CAP-2E1E7FA99FCC,Decision State,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,15,CAP-314BD6FF968F,L12 Risk Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,16,CAP-34C595F25781,Compute Market Positioning,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,17,CAP-39A4FC2ADB6A,Context Engines,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,18,CAP-3A7CE980BBA5,Get Authority Signs,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,19,CAP-46029BDD33D3,Test Macro Negative Effect Reduces Score,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,20,CAP-4705DD378719,Get Authority Signs,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,21,CAP-4788CB6BD13A,Market Positioning Status,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,22,CAP-484CFADD9BEA,L03 Market Direction Context,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,23,CAP-4D6846492F26,Evaluate Cot Validity,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,24,CAP-4F8F0E4D1785,Evaluate Market Positioning,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B01_SERVICE_ENDPOINT_REAL_DATA,1,25,CAP-575CCF623BA1,Legacy Structure.Test,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
